AQI,High AQI,PM 1 ,High PM 1 ,PM 2.5,High PM 2.5 ,PM 10 ,High PM 10 
90,115,35,40,54,65,69,78
91,128,35,42,55,69,70,78
91,111,35,40,55,64,70,76
91,121,35,41,55,67,70,78
93,104,35,41,56,62,71,85
94,118,35,41,57,66,72,81
94,121,35,40,57,67,72,82
91,108,34,40,55,63,71,79
92,115,34,39,55,65,71,86
90,121,34,41,54,67,70,79
90,115,34,39,54,65,70,78
98,132,36,45,59,70,74,80
106,142,38,45,62,73,76,86
98,135,37,42,60,71,74,88
101,142,37,44,61,73,75,88
100,135,36,43,60,71,74,85
105,152,38,47,62,76,76,88
99,132,36,43,59,70,73,85
99,135,37,44,60,71,74,81
99,135,37,43,60,71,74,81
110,145,39,47,64,74,76,87
115,159,39,45,65,78,77,88
103,152,37,47,62,76,75,91
122,180,41,50,67,84,79,97
122,200,40,51,67,90,84,120
138,201,43,54,72,91,83,108
138,197,43,52,72,89,83,108
139,186,43,51,72,86,84,105
141,183,43,51,73,85,84,100
147,201,44,53,74,91,86,108
151,197,44,54,76,89,92,112
158,204,46,53,78,92,91,112
172,218,48,57,82,96,93,110
171,225,48,59,82,98,92,109
157,204,47,56,78,92,88,109
149,186,46,53,75,86,85,102
153,201,47,56,76,91,86,103
142,190,46,54,73,87,82,98
142,183,46,57,73,85,82,99
145,180,46,53,74,84,82,95
144,183,47,55,74,85,82,98
138,186,46,54,72,86,81,97
140,190,46,55,72,87,81,99
139,169,46,53,72,81,80,97
132,162,46,52,70,79,78,91
128,162,45,52,69,79,77,89
118,152,44,50,66,76,75,88
119,162,44,51,66,79,75,92
114,156,43,50,65,77,73,89
109,149,42,50,64,75,72,82
108,145,42,49,63,74,72,81
123,156,45,51,68,77,75,88
122,176,44,53,67,83,76,90
120,159,43,49,67,78,76,91
123,162,44,52,68,79,76,88
134,176,46,53,70,83,78,93
135,183,46,56,71,85,79,92
118,162,42,49,66,79,76,87
119,145,42,49,66,74,76,89
116,145,40,47,65,74,75,88
122,166,42,48,67,80,77,87
118,156,41,50,66,77,76,89
128,166,43,48,69,80,79,93
126,169,42,50,68,81,78,92
126,156,42,48,68,77,78,89
131,166,43,48,70,80,79,90
117,145,40,45,66,74,76,86
120,162,41,47,66,79,77,89
113,152,40,46,65,76,76,90
98,135,37,44,60,71,73,85
99,128,38,44,60,69,73,81
94,128,36,42,56,69,71,87
89,104,34,40,54,62,68,78
84,95,33,36,50,57,65,73
80,88,32,34,48,53,62,72
78,88,31,34,47,53,60,72
77,86,30,34,46,52,59,70
75,83,30,33,45,50,58,66
74,83,29,32,45,50,57,63
74,81,29,32,44,49,56,65
73,80,29,31,44,48,55,66
73,81,29,31,44,49,55,64
72,80,28,31,43,48,54,64
72,81,28,31,44,49,55,64
70,76,28,31,42,46,54,61
72,80,28,32,43,48,54,65
70,78,28,31,42,47,53,63
70,80,28,31,42,48,53,61
71,80,28,31,43,48,54,65
77,83,30,33,46,50,60,69
77,83,30,33,46,50,59,70
77,85,30,33,47,51,60,68
76,86,30,33,46,52,59,66
77,83,30,34,46,50,59,67
78,85,30,34,47,51,60,69
79,86,31,33,47,52,61,68
79,85,31,34,48,51,61,69
77,86,30,33,46,52,59,68
75,85,29,32,45,51,58,68
73,83,29,31,44,50,56,64
75,83,29,32,45,50,58,67
78,90,31,34,47,54,60,69
78,85,30,33,47,51,60,69
79,86,31,34,48,52,62,70
81,88,31,34,49,53,63,71
79,88,31,34,48,53,62,71
80,88,31,35,48,53,63,71
79,86,31,34,48,52,61,70
80,88,31,34,48,53,62,71
82,95,32,35,49,57,64,73
84,98,33,36,50,59,65,74
84,100,33,36,51,60,66,74
85,95,33,37,51,57,66,75
85,100,33,36,51,60,66,76
90,101,34,41,54,61,69,78
96,121,36,41,57,67,72,79
94,135,36,44,57,71,72,87
94,125,35,43,56,68,72,81
95,128,36,43,57,69,72,83
95,132,36,43,57,70,72,85
95,125,36,42,57,68,72,79
93,118,36,42,56,66,71,78
87,121,34,43,52,67,67,82
75,85,30,34,45,51,58,68
70,78,28,31,42,47,53,64
73,83,29,33,44,50,55,64
72,83,29,33,43,50,55,66
70,80,28,33,42,48,53,64
70,81,28,33,42,49,52,62
66,78,27,32,40,47,50,61
64,76,26,31,39,46,48,60
61,73,25,30,37,44,46,55
60,70,24,27,37,42,45,54
61,71,25,28,37,43,46,55
59,68,24,27,36,41,44,55
58,68,24,27,35,41,42,51
61,70,26,28,37,42,46,54
62,70,26,28,38,42,47,54
60,70,25,27,36,42,45,54
60,68,24,27,37,41,45,53
60,68,25,27,36,41,45,53
59,66,25,27,36,40,45,55
59,68,25,28,36,41,44,53
60,68,25,28,36,41,45,54
59,66,25,28,36,40,44,53
56,65,24,27,34,39,42,52
53,65,23,27,32,39,40,49
52,59,22,25,32,36,38,45
53,59,22,25,32,36,38,46
52,63,22,25,32,38,38,47
53,59,22,25,32,36,39,47
53,63,22,25,32,38,39,53
54,65,23,27,33,39,40,50
54,65,23,28,33,39,40,50
53,61,22,25,32,37,39,48
52,59,22,25,32,36,37,46
52,65,22,25,32,39,38,50
54,63,22,25,32,38,39,48
54,63,22,26,33,38,40,51
57,66,23,27,35,40,42,51
56,66,23,27,34,40,42,53
57,66,23,27,34,40,42,53
60,68,24,27,36,41,45,56
60,70,24,27,36,42,46,60
58,70,24,27,35,42,44,56
57,65,23,26,34,39,43,53
56,66,23,26,34,40,42,52
58,68,23,27,35,41,44,55
56,66,23,26,34,40,42,55
54,66,22,26,33,40,40,55
54,65,22,25,33,39,40,49
53,65,22,25,32,39,39,51
55,65,22,26,33,39,40,51
56,65,22,27,34,39,42,52
59,70,24,27,36,42,44,55
60,70,24,27,36,42,46,56
56,68,23,26,34,41,41,54
56,66,23,26,34,40,42,53
54,63,22,25,33,38,40,50
53,61,22,25,32,37,38,49
55,65,23,26,34,39,41,53
56,65,23,26,34,39,42,52
55,65,22,26,34,39,41,53
53,61,22,24,32,37,39,48
51,63,21,25,31,38,37,50
51,63,21,24,31,38,37,50
53,61,21,24,32,37,39,49
52,63,21,24,32,38,38,52
54,65,22,25,33,39,39,50
54,63,22,24,33,38,40,49
54,65,22,24,33,39,40,50
52,65,21,25,32,39,38,49
54,66,22,25,33,40,40,50
54,65,22,26,33,39,40,51
60,70,24,29,37,42,46,56
63,73,25,28,38,44,48,58
66,76,26,29,40,46,51,60
66,75,26,29,40,45,51,61
68,76,27,29,41,46,52,62
70,80,28,31,42,48,54,63
72,80,28,31,43,48,55,66
75,81,30,32,45,49,58,67
76,83,30,33,46,50,59,67
76,83,30,33,46,50,60,68
82,98,32,35,49,59,64,75
88,101,35,39,53,61,68,76
82,88,32,35,49,53,64,74
73,83,29,32,44,50,57,67
74,83,29,32,45,50,58,67
75,85,29,32,45,51,58,68
76,85,30,33,46,51,60,68
77,90,30,34,46,54,60,70
70,81,27,32,42,49,54,66
73,88,29,34,44,53,57,72
85,111,33,40,51,64,66,77
85,108,33,39,51,63,67,77
83,97,32,39,50,58,66,76
82,93,32,36,49,56,64,73
78,86,30,34,47,52,61,72
82,108,32,38,49,63,64,76
79,90,31,35,48,54,62,71
80,90,31,34,48,54,62,69
82,92,32,36,49,55,63,72
81,90,32,35,49,54,63,71
82,97,32,37,49,58,64,73
86,101,34,40,52,61,66,76
83,93,33,37,50,56,65,73
79,90,31,36,47,54,61,71
77,88,30,33,46,53,59,67
75,83,29,32,45,50,57,66
74,81,29,32,44,49,56,66
73,85,29,33,44,51,56,65
72,80,29,32,44,48,56,66
72,80,29,32,44,48,55,63
73,81,29,32,44,49,56,65
71,80,28,32,43,48,54,67
72,78,29,32,43,47,55,62
70,78,28,31,42,47,54,61
70,78,28,31,42,47,54,62
70,76,28,31,42,46,53,61
69,73,28,30,41,44,52,59
63,71,25,28,38,43,47,59
62,68,25,28,37,41,46,58
61,70,25,28,37,42,46,55
63,73,26,29,38,44,48,56
64,71,26,29,39,43,49,57
63,71,26,29,38,43,48,57
60,68,25,28,36,41,45,52
58,66,24,27,35,40,44,52
58,65,24,26,35,39,43,50
57,65,23,26,34,39,42,50
57,66,23,26,35,40,42,51
58,68,24,27,35,41,44,52
59,66,24,26,36,40,45,55
61,70,25,27,37,42,46,54
63,73,25,29,38,44,48,58
64,73,26,28,39,44,49,59
60,68,25,27,36,41,45,54
58,66,24,27,35,40,44,54
58,70,24,29,35,42,44,55
66,75,27,30,40,45,50,60
62,71,25,28,37,43,47,55
61,70,24,28,37,42,45,55
54,63,22,25,33,38,40,49
55,66,22,26,33,40,40,51
55,63,22,25,33,38,40,49
54,63,22,25,33,38,40,49
56,66,23,27,34,40,42,50
56,66,23,27,34,40,42,53
58,66,23,27,35,40,44,52
59,68,24,26,36,41,44,56
59,68,24,27,36,41,45,52
62,73,24,27,37,44,47,59
61,70,24,28,37,42,46,58
58,70,23,27,35,42,43,52
58,66,23,27,35,40,44,55
58,66,23,26,35,40,44,52
57,65,23,26,35,39,42,52
57,65,22,25,35,39,42,51
56,68,22,26,34,41,42,51
57,71,23,28,35,43,43,55
67,75,26,29,41,45,52,61
66,75,26,28,40,45,51,60
66,78,26,28,40,47,51,62
67,76,26,29,41,46,52,61
66,73,26,29,40,44,51,60
65,75,26,29,39,45,50,59
64,71,25,28,38,43,49,58
64,75,25,28,39,45,49,58
67,76,26,29,41,46,52,61
68,76,26,29,41,46,53,61
75,85,29,33,45,51,59,69
77,85,30,32,46,51,61,69
77,86,29,33,46,52,61,74
81,93,31,34,48,56,64,75
80,95,31,35,48,57,63,75
80,88,31,34,48,53,63,72
78,86,30,33,47,52,62,70
75,83,29,32,45,50,59,67
77,85,30,33,46,51,60,68
85,98,33,37,51,59,67,77
93,115,36,42,56,65,72,79
90,108,35,41,54,63,70,82
81,90,32,35,49,54,64,72
87,100,34,37,52,60,68,77
92,118,35,43,55,66,71,85
93,108,35,41,56,63,72,80
89,111,34,37,54,64,70,79
89,100,34,40,54,60,70,78
92,128,35,40,56,69,71,81
89,118,33,43,54,66,69,79
85,98,32,37,51,59,67,77
83,95,32,35,50,57,65,74
85,101,32,35,51,61,66,76
87,111,32,36,52,64,68,76
87,104,32,36,52,62,68,76
85,104,32,34,51,62,66,78
84,93,32,35,50,56,65,74
86,101,32,36,52,61,66,75
93,108,34,39,56,63,71,81
94,118,35,38,56,66,71,78
94,128,35,41,56,69,71,79
93,111,35,40,56,64,70,77
98,132,36,44,58,70,72,83
99,125,36,43,60,68,72,81
98,135,37,42,60,71,74,86
94,118,35,39,56,66,71,84
89,108,34,41,54,63,69,76
89,104,34,37,54,62,69,75
87,101,33,36,52,61,67,76
87,101,34,39,52,61,68,76
87,104,33,38,53,62,67,74
85,100,32,35,51,60,65,74
84,104,32,37,51,62,65,71
87,101,33,39,52,61,67,77
85,97,33,36,51,58,66,75
87,101,33,37,52,61,67,78
85,97,33,37,51,58,67,74
85,100,33,36,51,60,66,74
79,86,30,34,48,52,61,69
80,93,31,33,48,56,62,71
82,95,32,34,49,57,64,71
82,92,31,35,49,55,64,71
78,85,30,32,47,51,60,67
80,86,31,34,48,52,62,72
80,88,30,34,48,53,62,71
78,86,30,34,47,52,60,69
80,90,31,33,48,54,62,72
83,97,32,36,50,58,65,75
84,95,32,35,50,57,66,78
86,98,33,36,52,59,67,75
88,111,34,41,53,64,69,78
95,135,36,45,57,71,72,81
95,149,36,45,57,75,72,85
75,92,29,34,45,55,58,71
71,80,28,31,43,48,54,64
71,80,28,31,43,48,55,63
69,80,27,30,42,48,52,63
66,75,26,29,40,45,50,59
67,76,27,30,41,46,51,62
70,78,27,30,42,47,53,63
72,80,28,31,43,48,55,63
72,80,28,32,43,48,55,64
73,83,28,31,44,50,56,66
71,81,28,31,43,49,55,66
69,76,27,29,41,46,52,63
70,76,27,30,42,46,54,61
71,80,27,31,43,48,54,65
71,80,28,31,43,48,55,64
70,78,27,30,42,47,54,63
71,80,27,31,43,48,54,66
71,81,28,31,43,49,54,64
70,76,27,30,42,46,53,62
69,76,27,29,42,46,52,62
75,85,29,32,45,51,58,70
80,90,31,34,48,54,63,74
77,85,30,33,46,51,60,70
77,85,30,33,46,51,60,69
77,83,30,33,46,50,60,68
75,81,29,32,45,49,58,67
77,85,30,33,46,51,60,67
78,86,30,34,47,52,61,71
82,93,32,35,49,56,64,76
52,88,20,34,32,53,46,70
14,25,6,9,8,15,12,25
15,23,7,11,9,14,10,19
21,33,9,12,13,20,16,28
22,33,9,13,13,20,16,28
26,38,11,16,16,23,19,34
26,40,10,15,16,24,19,32
23,37,10,13,14,22,16,25
28,42,11,15,17,25,20,32
37,54,15,20,22,33,25,39
51,63,20,24,31,38,37,55
51,63,20,24,31,38,36,52
45,58,18,22,27,35,31,45
30,47,13,18,18,28,22,37
36,51,14,21,21,31,26,36
46,59,18,25,28,36,33,51
48,59,19,23,29,36,34,48
54,66,22,24,33,40,42,55
53,70,21,27,32,42,41,58
57,70,22,26,34,42,43,57
46,56,18,22,28,34,32,45
49,61,19,23,30,37,35,49
55,70,22,26,34,42,42,53
58,68,22,26,35,41,44,57
53,63,21,24,32,38,40,49
52,63,20,23,32,38,38,50
53,63,21,23,32,38,39,52
59,71,22,27,36,43,45,55
65,75,25,28,39,45,50,61
64,75,25,28,39,45,50,59
66,76,26,29,40,46,51,61
72,80,28,31,44,48,56,65
75,83,29,32,45,50,59,70
74,83,29,31,44,50,57,67
76,85,30,33,46,51,59,68
78,88,30,34,47,53,60,69
78,88,30,33,47,53,61,71
119,300,36,54,66,120,113,250
170,382,41,89,81,225,150,479
119,331,36,68,66,160,114,356
132,301,36,53,70,121,125,273
80,90,31,34,48,54,64,74
77,88,30,34,47,53,61,70
75,85,29,32,46,51,59,68
77,85,30,32,46,51,60,71
80,92,31,34,48,55,63,71
81,92,31,35,49,55,64,71
83,95,31,34,50,57,66,77
81,95,30,34,49,57,64,73
79,88,30,33,48,53,62,73
74,83,28,31,45,50,58,69
76,85,29,32,46,51,60,71
95,290,32,53,57,117,86,240
82,183,30,43,50,85,70,163
78,86,29,33,47,52,61,70
80,90,30,33,48,54,63,74
82,115,30,35,49,65,66,114
85,108,32,35,51,63,69,96
82,100,30,36,49,60,65,79
88,104,32,35,53,62,70,79
79,93,30,33,48,56,62,72
79,90,30,34,48,54,62,73
82,95,31,34,49,57,64,72
84,97,31,35,50,58,65,75
89,121,33,39,54,67,69,79
93,128,34,41,56,69,71,82
97,132,36,43,58,70,73,82
111,149,38,45,64,75,76,89
111,156,39,45,64,77,77,93
100,139,37,44,61,72,75,84
90,121,33,37,54,67,71,79
93,115,34,39,56,65,71,79
94,115,34,39,56,65,72,79
94,125,34,39,56,68,72,80
94,118,34,39,56,66,72,81
106,149,37,44,62,75,76,87
117,156,40,46,66,77,78,94
132,166,41,47,70,80,82,99
109,159,37,44,63,78,77,89
96,128,34,40,57,69,73,85
91,108,33,39,55,63,70,80
89,108,33,36,54,63,69,79
86,98,32,35,52,59,68,74
91,115,33,37,55,65,70,79
95,125,34,39,57,68,72,80
132,200,42,56,70,90,83,107
156,201,47,54,77,91,89,108
111,156,39,48,64,77,77,98
80,98,30,36,48,59,63,76
63,71,24,27,38,43,48,56
63,71,24,28,38,43,49,57
57,68,22,26,34,41,42,57
55,65,22,24,33,39,41,51
56,65,22,24,34,39,41,50
56,65,22,25,34,39,42,51
61,71,23,27,37,43,46,55
69,78,26,29,42,47,54,64
66,75,25,28,40,45,52,61
69,80,26,29,42,48,54,66
69,78,26,28,42,47,54,66
67,80,25,29,41,48,52,62
66,76,25,29,40,46,51,62
62,71,24,27,38,43,48,58
57,66,22,26,34,40,43,53
54,65,21,24,33,39,41,53
53,63,21,24,32,38,39,51
47,58,19,22,28,35,33,47
37,50,15,19,22,30,26,42
32,48,13,19,19,29,23,34
30,45,13,18,18,27,21,33
31,48,13,20,18,29,21,36
38,50,16,20,22,30,26,40
38,53,15,20,22,32,27,42
42,54,17,20,25,33,28,41
37,51,15,19,22,31,25,41
30,42,12,17,18,25,20,31
25,37,11,14,15,22,18,26
24,35,11,15,15,21,16,25
28,42,12,17,17,25,19,28
32,43,14,18,19,26,22,32
36,47,16,20,22,28,24,34
36,47,15,20,22,28,25,37
34,50,14,19,21,30,23,36
36,50,15,20,22,30,24,34
41,54,17,22,25,33,28,42
52,68,21,27,31,41,37,55
53,65,22,27,32,39,39,56
54,65,22,25,33,39,39,49
57,68,23,27,34,41,42,54
57,66,23,26,35,40,42,53
56,66,23,27,34,40,41,52
64,81,25,33,39,49,49,63
56,68,22,26,34,41,42,58
55,65,22,26,34,39,41,50
62,88,24,30,37,53,51,97
61,76,24,28,37,46,48,66
61,71,24,28,37,43,46,56
62,71,25,29,38,43,47,56
66,78,26,30,40,47,50,63
68,78,27,31,41,47,52,61
65,80,26,31,39,48,49,64
55,66,22,26,33,40,40,50
53,63,22,24,32,38,38,49
54,65,22,25,33,39,39,50
53,66,22,25,32,40,39,56
54,70,22,27,33,42,39,53
52,61,21,24,32,37,38,49
54,66,22,25,33,40,39,52
55,65,22,25,33,39,41,53
57,70,23,26,34,42,42,57
67,215,24,39,40,95,60,220
68,149,25,34,41,75,62,167
61,75,24,27,37,45,48,70
58,68,23,26,35,41,43,55
59,68,23,27,36,41,45,55
56,66,22,27,34,40,41,52
59,71,24,28,36,43,44,55
70,83,28,31,42,50,53,67
82,92,32,36,49,55,64,73
85,95,33,37,51,57,66,73
87,128,34,47,52,69,67,77
93,132,36,47,56,70,70,81
87,104,34,39,52,62,67,74
81,92,31,35,49,55,63,71
78,86,30,34,47,52,60,66
111,249,42,72,64,105,76,113
83,95,32,35,50,57,64,73
79,90,31,34,48,54,61,70
81,88,32,34,49,53,62,70
80,88,31,34,48,53,62,70
83,92,33,38,50,55,64,71
78,85,31,34,47,51,60,67
75,83,29,32,45,50,58,67
75,85,30,33,46,51,58,67
78,86,30,33,47,52,60,68
79,88,31,34,48,53,61,71
75,86,29,33,45,52,58,68
71,80,27,30,43,48,55,64
68,76,26,30,41,46,52,61
69,80,27,30,42,48,53,62
74,81,28,31,45,49,57,66
75,83,28,31,45,50,58,65
71,81,27,31,43,49,55,67
62,71,24,28,37,43,48,60
64,73,24,28,38,44,49,62
65,73,25,28,39,44,51,62
67,76,26,28,41,46,53,65
68,78,26,29,41,47,53,61
69,75,26,28,41,45,53,64
74,83,28,31,44,50,58,69
79,88,30,33,48,53,62,71
88,111,32,35,53,64,69,78
89,101,33,35,53,61,70,78
88,104,33,36,53,62,70,79
88,100,33,37,53,60,69,77
86,100,32,36,52,60,68,76
85,95,32,35,51,57,67,75
86,100,32,35,51,60,68,76
87,101,32,36,52,61,69,78
87,98,31,34,52,59,70,79
84,98,30,33,51,59,69,77
86,101,31,34,52,61,71,81
88,101,31,34,53,61,72,84
88,104,32,34,53,62,71,80
88,100,31,34,53,60,72,79
87,104,31,34,52,62,70,79
84,97,31,33,51,58,68,75
84,97,31,33,50,58,68,75
82,95,29,33,50,57,67,76
84,98,30,33,50,59,70,82
86,100,30,34,52,60,72,85
86,100,30,33,52,60,72,83
85,98,30,33,51,59,72,84
86,98,30,33,52,59,72,86
88,101,31,34,53,61,73,85
93,121,33,36,56,67,76,93
100,149,34,41,60,75,79,99
114,156,37,45,65,77,82,99
123,156,39,44,68,77,84,100
97,142,34,42,58,73,73,93
69,81,27,31,42,49,52,65
63,71,25,28,38,43,47,56
62,75,25,29,37,45,46,60
59,68,23,27,36,41,44,53
55,66,23,26,33,40,40,50
57,66,23,26,34,40,42,52
59,68,24,28,36,41,44,56
61,71,24,28,37,43,46,55
61,71,24,28,37,43,46,55
67,76,27,30,40,46,51,59
62,73,25,29,38,44,47,59
58,68,23,26,35,41,43,54
59,68,23,26,36,41,44,54
59,66,24,27,36,40,45,55
61,71,24,28,37,43,46,56
63,71,25,28,38,43,47,54
63,71,25,28,38,43,47,56
61,70,24,27,37,42,45,55
60,70,24,27,36,42,45,57
58,66,23,26,35,40,44,51
58,66,23,26,35,40,43,54
58,68,23,26,35,41,43,51
59,66,23,27,36,40,43,54
58,66,23,26,35,40,42,55
59,68,23,27,36,41,44,52
58,68,23,27,35,41,44,51
59,68,23,27,36,41,44,53
59,70,23,27,36,42,44,55
60,68,23,27,36,41,45,53
61,73,24,28,37,44,46,56
61,73,24,29,37,44,46,54
60,70,24,27,36,42,45,59
59,70,23,27,36,42,44,54
62,73,25,28,37,44,46,57
64,73,25,29,38,44,48,55
65,76,26,29,39,46,49,61
65,75,26,29,40,45,49,59
69,76,27,31,42,46,53,62
73,80,28,31,44,48,56,64
73,83,28,32,44,50,56,68
73,85,28,33,44,51,56,67
73,83,28,32,44,50,56,66
67,76,26,30,41,46,51,60
68,76,27,31,41,46,52,61
69,80,27,31,42,48,53,63
70,78,28,31,42,47,53,61
73,83,28,32,44,50,56,70
74,81,29,33,44,49,56,64
78,86,30,34,47,52,60,70
79,88,31,35,48,53,62,73
82,88,32,35,49,53,64,73
81,88,31,34,49,53,63,72
82,88,31,34,49,53,64,72
84,101,32,35,51,61,66,75
86,98,33,35,52,59,67,74
87,100,33,36,52,60,68,76
85,95,33,36,51,57,66,74
80,90,31,34,48,54,62,71
78,88,30,33,47,53,60,68
78,85,30,33,47,51,61,69
79,85,30,33,48,51,62,69
78,86,30,33,47,52,62,71
77,83,29,32,46,50,60,70
77,85,29,32,46,51,60,67
78,85,30,32,47,51,61,70
79,86,30,33,47,52,62,71
78,85,30,33,47,51,61,69
78,85,30,33,47,51,61,70
77,85,29,32,46,51,60,70
77,85,29,32,46,51,60,67
76,85,29,32,46,51,59,68
76,85,29,32,46,51,59,68
74,83,28,31,44,50,58,67
78,88,30,34,47,53,61,74
85,95,32,35,51,57,67,75
87,101,33,36,52,61,68,76
86,100,33,38,52,60,68,76
80,88,31,34,48,53,63,71
78,88,30,33,47,53,61,71
80,88,30,34,48,53,63,71
84,92,32,35,51,55,66,73
89,135,34,46,54,71,69,84
202,307,60,86,91,129,103,148
252,308,70,84,106,130,120,151
160,215,50,61,78,95,90,106
141,176,45,50,73,83,85,106
123,169,41,49,67,81,81,96
96,132,36,43,57,70,73,85
87,108,33,37,52,63,68,78
115,156,39,46,65,77,80,102
96,135,35,44,58,71,73,92
83,95,32,35,50,57,64,72
77,86,29,32,46,52,60,68
76,83,29,32,46,50,59,66
77,86,29,32,47,52,60,70
77,85,29,33,46,51,60,68
76,81,28,32,46,49,59,66
75,83,28,31,45,50,58,66
73,80,28,31,44,48,57,65
72,83,27,30,44,50,56,64
96,135,39,49,58,71,78,91
75,108,29,45,45,63,57,76
70,78,27,30,42,47,54,63
70,78,27,29,42,47,54,63
68,76,26,29,41,46,52,63
68,75,26,29,41,45,52,60
68,75,26,29,41,45,52,66
68,76,26,29,41,46,52,63
68,75,26,29,41,45,52,65
67,76,26,28,40,46,51,61
67,75,26,28,40,45,51,61
67,73,26,28,41,44,50,58
65,71,26,28,40,43,50,60
65,75,26,29,40,45,50,61
64,73,25,28,39,44,49,58
61,70,24,27,37,42,46,54
59,66,24,26,36,40,45,53
57,66,23,26,35,40,44,53
59,68,24,27,36,41,45,54
58,66,23,26,35,40,44,52
57,65,23,26,35,39,43,53
55,65,23,26,34,39,42,53
55,65,23,25,34,39,41,53
57,66,23,27,34,40,42,52
57,66,23,26,35,40,43,53
58,68,22,25,35,41,43,53
58,68,23,26,35,41,44,54
58,68,23,26,35,41,44,55
59,70,23,26,36,42,46,54
62,70,24,27,37,42,47,56
64,75,25,29,39,45,49,59
67,76,26,29,40,46,51,61
69,80,27,30,42,48,53,63
67,76,26,29,40,46,51,63
63,71,25,28,38,43,48,58
63,71,25,28,38,43,48,56
61,71,24,28,37,43,47,55
61,70,24,28,37,42,47,55
60,70,24,28,36,42,46,55
61,71,24,27,37,43,47,56
62,70,24,28,37,42,48,58
63,73,25,28,38,44,48,58
63,73,25,28,38,44,48,56
62,71,25,28,38,43,48,60
60,68,24,27,36,41,46,58
60,70,24,26,36,42,46,55
60,70,23,27,36,42,46,56
59,68,23,26,36,41,46,57
59,70,23,27,36,42,45,54
60,70,23,27,36,42,46,61
60,71,23,27,36,43,46,57
59,71,23,27,36,43,45,56
59,68,23,27,36,41,45,56
59,75,23,27,36,45,45,58
59,68,23,26,36,41,46,58
60,68,23,26,36,41,46,56
60,71,24,27,37,43,46,57
59,68,23,26,36,41,45,56
59,71,23,26,36,43,45,56
59,68,23,26,36,41,45,56
58,70,22,26,35,42,44,56
58,68,23,26,35,41,45,58
60,68,23,26,36,41,46,56
59,68,23,26,36,41,45,55
57,68,23,26,35,41,44,56
59,68,23,27,36,41,45,54
60,70,23,27,36,42,46,54
61,70,23,27,37,42,47,56
60,70,23,26,36,42,46,53
61,73,24,27,37,44,47,57
61,71,23,27,37,43,47,56
63,71,24,27,38,43,48,56
62,71,24,27,38,43,48,58
64,73,25,28,39,44,50,60
68,76,26,29,41,46,52,61
71,76,27,30,43,46,54,63
69,78,27,31,42,47,53,63
69,78,27,29,42,47,53,61
68,76,27,31,41,46,53,62
69,76,26,29,42,46,53,62
70,78,27,30,42,47,53,62
71,80,27,30,43,48,54,63
76,86,29,33,46,52,59,69
74,83,29,31,45,50,58,66
74,83,29,33,45,50,57,67
76,83,29,32,46,50,59,66
76,85,29,32,46,51,60,69
75,83,29,32,45,50,58,67
73,83,28,32,44,50,57,68
71,83,27,31,43,50,55,67
75,85,29,33,45,51,58,68
74,83,29,32,45,50,57,66
75,85,29,32,45,51,59,73
74,83,29,32,45,50,58,67
75,85,29,33,45,51,59,71
75,85,29,33,45,51,58,67
75,85,29,33,45,51,58,66
77,86,30,33,46,52,60,68
81,88,32,35,49,53,62,74
79,90,31,35,48,54,61,71
77,85,30,33,46,51,59,66
73,81,29,32,44,49,56,64
69,78,28,30,42,47,53,61
70,76,28,30,42,46,54,61
70,78,28,31,42,47,54,61
72,80,29,31,43,48,56,64
71,78,28,30,43,47,54,62
69,76,27,30,42,46,52,63
68,76,27,30,41,46,51,59
66,73,27,30,40,44,50,58
65,75,26,29,40,45,50,59
68,75,28,30,41,45,52,61
68,78,28,31,41,47,53,63
69,76,28,31,42,46,53,61
68,75,28,31,41,45,52,60
68,75,28,30,41,45,52,61
68,75,28,31,41,45,51,60
68,78,27,31,41,47,52,63
68,75,27,30,41,45,52,60
67,75,27,30,40,45,51,59
69,75,28,31,42,45,54,60
70,80,28,31,42,48,54,63
74,83,29,32,45,50,57,67
77,83,30,33,46,50,59,67
77,85,31,33,46,51,60,67
79,88,32,35,48,53,62,70
81,93,32,38,49,56,64,71
81,92,32,35,49,55,63,72
79,88,31,34,48,53,61,72
71,81,27,31,43,49,54,64
66,76,26,28,40,46,50,62
63,71,24,27,38,43,48,57
63,71,24,28,38,43,48,57
64,73,25,28,39,44,49,59
63,71,24,28,38,43,48,57
61,70,24,28,37,42,47,56
61,71,24,27,37,43,47,57
61,71,24,27,37,43,47,57
61,70,24,27,37,42,47,56
62,70,24,27,38,42,48,58
62,71,24,28,38,43,48,57
62,71,24,27,37,43,47,58
61,70,24,27,37,42,47,55
62,71,24,27,38,43,47,58
61,71,24,28,37,43,47,56
62,71,24,27,38,43,47,58
62,71,24,28,38,43,47,58
63,73,25,28,38,44,48,57
64,73,25,28,39,44,48,58
64,73,25,28,38,44,49,58
63,73,25,28,38,44,48,60
63,73,24,28,38,44,48,57
63,75,24,27,38,45,48,58
64,73,24,28,38,44,49,58
64,73,25,28,38,44,49,57
64,71,25,28,38,43,48,59
64,75,24,28,38,45,48,59
64,73,25,28,39,44,49,58
66,75,25,28,40,45,50,62
66,73,25,29,40,44,50,59
67,78,26,30,41,47,51,62
67,75,26,29,40,45,51,61
67,76,26,28,40,46,51,60
67,76,26,30,40,46,51,60
67,76,26,28,40,46,52,61
68,76,26,29,41,46,52,62
67,75,26,29,40,45,52,65
68,76,26,30,41,46,52,61
