AQI,High AQI,PM 1 ,High PM 1 ,PM 2.5,High PM 2.5 ,PM 10 ,High PM 10 
47,58,19,23,28,35,34,48
50,61,20,24,30,37,38,53
50,59,20,24,30,36,37,50
53,63,22,25,32,38,40,50
54,65,22,25,33,39,42,53
59,68,24,27,36,41,45,57
62,71,25,28,38,43,48,57
66,76,26,29,40,46,51,61
69,78,27,31,42,47,53,62
71,80,28,32,43,48,55,70
72,80,28,31,43,48,56,65
85,302,33,82,51,122,64,133
198,341,57,115,89,172,103,191
99,204,38,63,60,92,74,105
90,149,35,51,54,75,68,85
82,93,32,37,50,56,64,71
81,90,32,36,49,54,64,72
83,93,33,37,50,56,65,73
86,101,34,39,52,61,66,75
89,101,35,41,53,61,67,77
86,100,34,41,52,60,67,75
83,98,34,39,50,59,65,73
83,95,33,38,50,57,64,70
84,98,34,40,51,59,64,72
84,108,34,41,51,63,64,73
89,115,37,45,54,65,67,74
89,108,36,44,53,63,66,74
91,115,37,42,55,65,67,74
93,121,38,45,56,67,68,78
99,132,42,47,60,70,70,81
93,115,38,45,56,65,68,76
89,101,37,42,53,61,66,72
89,104,37,43,54,62,66,73
85,101,36,41,51,61,64,71
83,97,36,41,50,58,64,70
83,97,35,41,50,58,63,71
77,92,32,39,46,55,60,69
74,83,31,35,45,50,57,66
71,76,30,32,43,46,54,61
71,78,30,32,43,47,55,62
70,76,29,32,42,46,54,61
68,76,28,32,41,46,52,61
66,73,27,30,40,44,50,58
63,71,26,29,38,43,48,57
63,71,26,29,38,43,48,58
62,70,26,29,37,42,47,55
61,68,26,28,37,41,46,54
57,68,24,28,35,41,44,54
53,63,22,26,32,38,41,49
52,61,22,25,32,37,40,49
53,63,22,25,32,38,40,53
54,65,22,26,32,39,41,57
52,61,22,25,31,37,39,48
51,61,22,25,31,37,40,48
55,65,23,27,33,39,43,52
54,63,22,26,33,38,42,54
50,63,21,25,30,38,38,54
50,59,21,24,30,36,38,49
50,61,21,23,30,37,38,49
52,61,22,25,32,37,40,50
52,65,22,26,32,39,40,54
50,61,21,25,30,37,38,51
48,56,20,23,29,34,35,47
47,56,19,22,28,34,34,49
45,53,18,22,27,32,33,46
44,53,18,22,27,32,32,43
44,51,18,21,26,31,30,41
44,54,18,21,27,33,32,45
44,53,18,22,26,32,32,46
45,56,19,21,27,34,34,47
43,53,18,21,26,32,32,47
44,53,18,21,26,32,33,45
45,56,18,22,27,34,33,45
46,56,19,22,27,34,34,48
47,56,19,22,28,34,36,47
47,58,19,22,28,35,34,48
48,63,20,23,29,38,36,48
50,61,21,24,30,37,38,49
51,61,21,25,31,37,40,49
56,65,23,26,34,39,44,54
57,66,23,26,35,40,45,52
54,63,22,25,33,38,42,51
53,63,22,26,32,38,41,51
51,63,21,23,31,38,40,51
51,61,21,25,31,37,39,52
52,65,21,26,32,39,40,53
53,66,22,26,32,40,41,54
53,63,22,25,32,38,42,54
52,61,21,24,32,37,40,54
55,70,22,26,33,42,43,59
60,73,24,29,36,44,47,60
70,80,28,32,42,48,54,65
78,86,31,34,47,52,60,67
89,108,36,43,53,63,67,76
88,104,36,42,53,62,67,74
95,149,38,50,57,75,70,87
165,221,54,66,80,97,89,111
200,235,61,68,91,101,99,112
200,239,60,67,91,102,101,117
159,221,53,63,78,97,88,108
123,149,46,51,67,75,78,93
154,218,52,67,76,96,86,108
195,232,60,68,88,100,99,120
153,190,51,57,76,87,86,104
139,183,48,56,72,85,82,99
137,176,48,55,71,83,81,96
142,200,49,61,73,90,84,105
179,218,56,67,84,96,94,110
176,211,56,62,83,94,92,107
196,235,60,68,89,101,99,121
202,262,61,68,91,109,101,124
198,235,61,68,90,101,100,116
204,245,62,71,92,104,102,118
204,235,62,69,92,101,101,116
177,218,56,64,83,96,92,106
160,193,53,59,78,88,86,100
154,193,52,59,77,88,84,103
161,190,53,61,79,87,86,99
152,193,52,58,76,88,83,99
143,180,50,60,73,84,80,92
129,152,47,55,69,76,76,88
129,156,47,53,69,77,77,90
116,152,45,51,65,76,73,82
112,149,44,51,64,75,73,84
158,201,54,62,78,91,85,101
161,201,55,63,79,91,85,96
157,183,54,60,77,85,84,97
151,186,53,60,76,86,83,95
146,186,52,60,74,86,80,94
134,162,49,55,71,79,77,87
157,197,54,62,77,89,84,99
175,211,58,64,83,94,90,104
123,173,47,57,68,82,75,90
111,142,44,52,64,73,72,84
96,121,40,46,58,67,68,76
87,101,36,41,52,61,65,73
82,97,34,39,49,58,63,70
82,92,34,38,49,55,63,73
80,90,33,37,48,54,61,67
75,83,31,36,46,50,58,67
70,80,29,32,42,48,54,66
68,76,28,31,41,46,52,63
68,76,28,31,41,46,52,62
62,70,26,28,37,42,47,57
63,71,26,29,38,43,48,57
61,68,26,28,37,41,47,54
62,71,26,29,38,43,48,55
62,68,26,28,38,41,47,57
63,71,26,28,38,43,47,60
60,68,25,27,36,41,45,57
58,66,24,27,35,40,44,54
56,65,23,26,34,39,43,52
55,63,23,26,33,38,42,51
55,66,23,27,34,40,42,51
55,65,23,26,33,39,42,55
54,66,22,25,33,40,41,52
54,65,23,26,33,39,41,53
53,65,22,26,32,39,40,53
54,61,23,26,33,37,41,50
54,63,23,26,33,38,41,52
55,65,23,26,33,39,42,53
55,63,23,26,33,38,42,53
56,66,23,27,34,40,43,55
57,66,23,26,34,40,44,54
53,59,22,25,32,36,40,50
55,65,23,26,33,39,41,51
59,68,24,27,36,41,44,55
56,66,23,27,34,40,42,54
55,65,23,26,34,39,42,53
56,65,23,26,34,39,43,52
64,71,26,30,39,43,49,59
66,76,27,31,40,46,51,60
75,83,31,33,45,50,58,67
75,83,31,34,45,50,58,68
83,100,34,41,50,60,64,75
108,166,42,53,63,80,74,90
155,211,52,61,77,94,85,103
186,225,58,65,86,98,94,110
203,235,61,69,92,101,100,116
209,256,62,70,94,107,102,119
208,249,62,70,93,105,101,114
218,249,64,71,96,105,105,121
243,301,68,80,103,121,114,134
267,300,74,82,110,120,121,137
261,300,72,80,109,120,118,143
278,306,75,84,114,128,124,142
262,302,72,78,109,122,119,140
275,305,74,84,113,126,123,144
302,313,81,94,122,137,133,150
307,317,85,94,129,142,140,160
309,322,87,99,132,148,143,163
309,320,87,94,132,146,143,160
310,320,88,97,133,146,145,163
310,320,88,96,132,146,144,161
312,322,90,99,136,148,148,165
312,323,89,98,136,149,147,163
312,323,89,98,135,149,147,163
313,325,90,99,137,152,150,169
308,320,86,94,131,145,142,164
303,314,81,90,123,138,135,158
273,304,74,83,112,125,122,138
269,302,74,83,111,122,122,137
268,303,73,82,111,123,122,139
296,311,79,88,119,134,130,149
299,313,80,89,120,136,132,150
230,303,66,80,100,124,110,138
223,259,65,72,97,108,108,121
236,273,67,74,101,112,111,130
228,276,66,73,99,113,110,127
200,252,61,71,91,106,100,123
140,239,49,70,72,102,81,115
89,118,36,48,53,66,66,75
107,166,42,55,63,80,73,92
137,211,48,62,72,94,79,104
136,190,49,61,71,87,78,94
135,208,48,62,71,93,82,119
123,259,46,77,67,108,78,118
91,166,38,55,55,80,66,90
79,98,32,41,47,59,60,69
73,97,30,41,44,58,56,71
74,92,30,37,44,55,56,67
76,95,31,40,46,57,59,67
75,85,31,35,45,51,57,66
81,101,33,44,49,61,62,71
79,90,32,37,48,54,61,68
76,85,31,35,46,51,59,65
76,88,31,35,46,53,59,67
82,95,34,39,49,57,62,69
85,97,36,41,51,58,64,69
87,98,36,42,52,59,65,72
89,100,37,43,54,60,66,72
88,100,37,42,53,60,65,70
94,118,40,47,56,66,68,78
100,128,43,47,61,69,70,79
106,149,44,50,62,75,71,83
89,108,38,44,54,63,66,74
69,80,28,33,42,48,54,66
50,63,21,25,30,38,38,50
44,53,19,22,26,32,30,43
40,50,17,21,24,30,28,46
34,45,14,18,20,27,23,40
32,45,14,19,19,27,22,34
31,42,14,17,19,25,21,31
33,45,14,19,20,27,23,31
36,47,16,20,22,28,25,37
34,47,15,19,20,28,23,37
40,53,17,21,24,32,28,41
49,58,20,24,30,35,34,45
52,59,22,25,31,36,38,50
51,58,21,24,31,35,36,46
54,61,22,26,33,37,39,52
58,66,24,26,35,40,44,52
63,76,26,31,38,46,48,60
71,78,29,31,43,47,55,63
65,78,26,32,39,47,50,61
57,66,23,26,35,40,42,50
58,66,23,26,35,40,43,55
62,70,25,28,38,42,47,58
62,73,25,29,38,44,48,58
65,75,26,29,39,45,50,60
66,73,26,29,40,44,50,59
61,71,25,29,37,43,46,58
60,68,25,27,36,41,45,53
62,71,26,28,38,43,48,55
63,73,26,29,38,44,48,57
62,70,26,29,38,42,47,58
60,70,25,28,36,42,46,56
59,66,24,27,36,40,46,54
59,68,24,27,36,41,45,54
59,68,24,27,36,41,45,55
70,86,28,35,42,52,54,67
68,76,27,30,41,46,53,62
66,73,27,30,40,44,52,61
63,73,26,29,38,44,48,60
62,73,25,28,38,44,48,57
61,68,25,27,37,41,47,56
60,71,24,27,36,43,46,61
60,68,25,27,36,41,46,59
62,70,25,29,37,42,47,56
85,135,35,47,51,71,63,80
85,108,35,42,51,63,65,74
88,101,37,44,53,61,67,75
92,108,39,44,56,63,69,76
83,108,34,44,50,63,64,75
70,80,28,33,42,48,53,66
67,75,27,30,40,45,50,60
69,78,28,30,42,47,52,61
70,76,28,31,42,46,53,62
73,83,30,33,44,50,55,65
70,78,28,31,42,47,53,60
70,78,28,31,42,47,54,62
74,81,30,33,45,49,58,66
81,90,32,37,48,54,63,72
83,93,33,39,50,56,64,73
79,86,32,34,48,52,62,70
80,92,32,35,48,55,63,72
79,93,32,36,48,56,63,72
82,92,33,36,49,55,64,74
85,108,34,42,51,63,67,83
83,95,34,38,50,57,66,76
82,95,33,37,49,57,65,72
81,92,33,35,49,55,64,70
77,83,31,33,46,50,60,68
75,86,30,32,46,52,59,68
76,100,30,36,46,60,62,88
79,97,31,40,47,58,61,70
79,92,32,39,48,55,61,72
74,86,30,35,45,52,56,65
72,85,29,33,44,51,55,69
68,76,27,32,41,46,52,65
68,75,28,30,41,45,52,59
69,76,28,31,42,46,54,61
70,76,29,31,42,46,54,62
73,80,30,32,44,48,56,64
75,81,31,33,45,49,58,65
74,80,30,33,45,48,58,64
72,78,29,32,43,47,56,63
68,76,28,31,41,46,52,59
65,71,27,29,40,43,50,57
65,73,26,29,39,44,49,57
64,70,26,29,39,42,49,58
63,70,26,29,38,42,48,55
63,73,26,30,38,44,48,57
64,71,26,29,39,43,48,56
66,71,27,30,40,43,50,58
67,73,28,30,40,44,51,57
70,76,29,31,42,46,53,59
70,80,29,31,42,48,54,62
73,80,30,32,44,48,56,62
72,78,30,32,43,47,55,62
71,76,29,31,43,46,54,61
73,81,30,32,44,49,56,66
77,85,32,35,46,51,59,66
78,86,32,36,47,52,59,65
78,88,32,36,47,53,60,66
80,88,33,36,48,53,61,69
79,92,33,39,48,55,61,67
78,92,32,36,47,55,60,69
77,85,32,36,46,51,59,66
77,86,31,34,46,52,60,69
79,88,32,35,47,53,62,70
81,101,33,42,48,61,63,74
94,115,39,46,56,65,68,79
99,135,42,50,60,71,70,79
119,152,46,53,66,76,75,86
167,249,56,70,80,105,89,119
221,269,66,75,97,111,107,121
181,232,59,67,84,100,92,113
156,190,54,61,77,87,85,101
145,176,51,59,74,83,81,94
121,156,47,56,67,77,75,87
112,145,44,50,64,74,73,83
113,139,45,49,65,72,74,81
100,132,42,48,61,70,72,81
96,121,40,46,58,67,70,76
87,101,36,41,52,61,66,75
90,125,39,47,54,68,67,75
86,97,36,41,51,58,65,71
81,88,33,40,49,53,62,69
79,85,32,35,48,51,60,67
79,86,32,36,48,52,60,69
81,90,33,38,49,54,62,70
80,86,32,36,48,52,62,69
79,85,32,34,47,51,61,68
78,83,32,34,47,50,60,67
77,85,32,34,46,51,59,67
76,83,31,33,46,50,59,69
76,86,31,35,46,52,59,69
75,81,31,34,45,49,58,64
74,81,31,33,45,49,58,68
75,85,31,33,45,51,58,70
75,83,31,33,45,50,58,68
76,83,31,34,46,50,58,67
76,83,31,34,46,50,58,66
77,85,32,34,46,51,59,65
78,83,32,34,47,50,60,68
78,85,32,34,47,51,60,69
81,92,34,38,49,55,63,71
90,125,38,44,54,68,68,76
95,125,40,47,57,68,70,77
124,162,48,55,68,79,77,93
146,183,52,59,74,85,82,96
149,183,52,61,75,85,82,98
162,197,54,61,79,89,86,103
192,221,60,65,88,97,96,109
192,232,60,68,88,100,96,114
219,276,66,77,96,113,105,125
248,290,72,80,105,117,114,134
261,297,75,83,108,119,118,139
266,303,76,83,110,124,120,135
251,293,72,81,106,118,115,134
266,306,75,83,110,127,120,142
238,286,70,80,102,116,110,124
227,293,68,77,99,118,108,127
214,249,65,73,95,105,104,121
234,283,69,79,101,115,110,127
223,266,67,76,97,110,106,125
199,228,62,67,90,99,98,110
190,232,60,68,87,100,95,112
147,180,52,59,74,84,82,93
139,166,50,56,72,80,80,93
131,166,49,58,70,80,77,94
126,156,48,54,68,77,76,97
128,169,48,54,69,81,76,89
134,176,50,58,71,83,78,94
139,180,50,58,72,84,78,92
130,159,49,56,69,78,76,89
129,162,48,56,69,79,76,95
111,142,45,54,64,73,72,88
98,139,41,49,59,72,68,81
100,121,43,50,61,67,70,75
99,118,42,47,59,66,69,74
94,108,40,45,56,63,67,73
92,108,40,45,55,63,66,72
91,108,39,44,55,63,66,72
88,100,38,42,53,60,64,70
81,93,34,39,49,56,62,68
79,92,33,39,48,55,61,66
82,97,35,39,50,58,62,68
80,95,34,38,48,57,61,68
71,88,29,35,43,53,54,67
71,78,29,32,43,47,54,61
71,78,29,31,43,47,54,61
70,76,29,31,42,46,54,61
73,93,30,38,44,56,55,67
77,93,32,40,47,56,59,69
75,85,31,34,45,51,58,68
76,85,31,34,46,51,59,67
76,85,31,36,46,51,58,66
87,159,36,57,52,78,66,91
81,118,33,45,49,66,62,75
79,85,32,36,47,51,61,72
77,86,32,35,46,52,59,67
81,121,33,44,49,67,62,80
80,90,32,36,48,54,62,72
82,93,32,36,49,56,63,74
81,92,32,35,48,55,62,73
78,85,32,34,47,51,60,67
87,108,34,42,52,63,66,76
87,166,34,51,52,80,65,95
75,90,30,33,45,54,58,68
81,95,32,38,49,57,63,70
76,81,31,33,46,49,59,67
77,83,32,34,46,50,60,68
78,88,32,35,47,53,61,71
77,85,31,35,46,51,59,68
76,85,32,35,46,51,59,67
78,85,32,34,47,51,60,68
80,86,32,36,48,52,61,69
81,86,33,35,48,52,62,68
83,90,33,37,50,54,63,72
84,92,34,38,51,55,64,71
85,93,34,38,51,56,64,71
85,98,34,38,51,59,64,71
89,104,36,41,53,62,67,74
94,115,38,43,57,65,69,75
96,121,39,45,58,67,70,77
100,128,40,46,60,69,71,80
103,135,41,48,61,71,72,79
109,135,43,48,63,71,74,82
103,142,41,47,62,73,73,80
104,139,41,48,62,72,73,81
101,128,41,48,61,69,72,79
98,128,40,46,60,69,72,78
97,121,39,45,58,67,71,77
95,118,38,46,57,66,70,77
95,115,38,44,57,65,70,77
91,108,36,41,54,63,68,76
87,104,35,39,52,62,67,74
84,100,34,39,50,60,64,72
84,95,34,38,51,57,65,71
83,95,33,37,50,57,64,74
82,90,33,36,50,54,63,72
82,90,33,36,49,54,62,70
82,90,33,36,49,54,63,72
81,92,32,36,49,55,62,69
81,88,32,35,48,53,62,71
81,88,32,35,48,53,62,67
81,88,32,35,48,53,62,69
82,90,33,37,49,54,62,70
82,93,33,36,50,56,63,71
85,98,34,40,51,59,65,76
85,100,34,38,51,60,66,74
89,100,36,40,53,60,68,74
91,108,36,42,55,63,69,75
98,125,39,44,59,68,71,79
99,135,40,45,59,71,72,80
99,132,39,46,59,70,72,79
99,128,40,46,60,69,72,82
99,128,40,45,60,69,71,85
101,139,41,49,61,72,72,86
222,300,61,77,97,120,115,150
254,300,67,75,107,120,128,157
212,259,61,71,94,108,109,131
188,221,57,65,87,97,99,115
233,286,71,83,100,116,110,131
290,307,83,90,117,129,128,147
304,312,89,98,125,135,135,150
262,310,77,96,109,133,118,147
175,245,57,73,83,104,91,117
133,169,48,54,70,81,78,92
122,156,47,53,67,77,76,86
96,125,40,48,57,68,70,77
88,98,36,41,53,59,67,76
87,98,35,39,52,59,67,73
88,98,35,39,53,59,67,75
85,101,34,39,51,61,66,81
84,97,34,38,50,58,64,72
83,92,34,37,50,55,64,70
83,93,34,37,50,56,64,69
85,101,34,41,51,61,65,76
94,118,38,44,56,66,69,77
87,104,36,40,52,62,66,75
86,98,35,40,52,59,65,75
87,98,36,40,52,59,66,72
86,100,35,41,52,60,65,75
89,111,37,42,54,64,67,75
92,104,38,43,55,62,68,74
87,104,36,43,52,62,65,73
85,97,36,40,51,58,65,75
85,97,35,39,51,58,65,72
85,97,34,39,51,58,64,72
82,90,33,36,50,54,63,70
81,97,33,36,49,58,62,69
78,92,32,37,47,55,60,70
79,93,32,37,47,56,60,70
80,98,32,39,48,59,61,72
80,93,32,37,48,56,60,71
81,95,32,35,48,57,62,70
85,98,34,39,51,59,65,74
87,100,36,41,52,60,66,73
87,101,36,41,52,61,66,73
89,108,37,44,53,63,66,74
94,125,39,45,57,68,69,80
99,128,41,47,60,69,71,82
108,142,43,52,63,73,74,87
122,159,45,52,67,78,77,92
133,169,47,56,70,81,79,93
130,166,47,53,70,80,79,94
99,139,41,48,60,72,72,82
95,118,39,44,57,66,69,76
87,101,35,41,52,61,66,75
80,88,32,37,48,53,62,69
76,85,31,33,46,51,59,66
69,76,29,32,42,46,52,63
62,71,26,29,38,43,47,58
59,66,24,27,35,40,44,55
56,63,23,26,34,38,42,49
55,66,23,25,33,40,40,50
53,61,22,25,32,37,38,47
51,61,22,24,31,37,37,50
51,58,21,24,31,35,37,47
49,59,21,24,30,36,36,48
48,59,20,24,29,36,34,50
50,61,21,23,30,37,36,50
50,59,21,24,31,36,37,50
49,58,20,23,30,35,35,47
49,56,20,23,29,34,34,48
45,54,19,22,27,33,31,46
44,53,19,22,27,32,31,44
44,53,18,22,26,32,30,43
43,53,18,22,26,32,30,45
42,51,18,21,25,31,30,41
41,53,18,22,25,32,28,46
41,51,17,20,24,31,28,44
39,51,17,20,23,31,27,42
39,51,17,20,23,31,28,41
38,51,17,20,23,31,27,42
38,47,16,20,23,28,27,38
38,48,16,20,23,29,27,41
38,53,16,20,23,32,27,47
39,53,17,21,23,32,27,40
39,50,17,21,24,30,28,39
39,51,17,21,24,31,28,43
41,51,18,21,24,31,29,44
42,53,18,23,25,32,29,45
44,54,19,23,26,33,31,44
48,58,20,23,28,35,33,47
51,65,21,25,31,39,38,54
51,61,21,25,31,37,38,52
51,61,21,24,31,37,38,49
50,59,20,24,30,36,37,50
48,58,20,23,29,35,34,49
52,63,22,25,31,38,39,50
52,61,21,25,31,37,39,50
51,61,21,25,31,37,38,48
52,61,21,26,32,37,40,50
55,70,23,27,34,42,42,55
63,73,26,29,38,44,48,59
69,76,28,31,41,46,52,61
72,80,30,33,43,48,56,65
77,85,31,34,46,51,59,69
78,88,31,34,47,53,60,68
80,93,32,41,48,56,62,71
81,95,33,40,48,57,63,72
84,115,35,47,50,65,64,73
87,132,37,53,53,70,66,78
80,95,34,41,48,57,62,69
80,95,33,46,48,57,62,71
80,95,33,39,48,57,61,69
79,86,33,37,48,52,60,67
78,88,32,36,47,53,60,67
78,86,32,36,47,52,60,69
78,90,32,38,47,54,60,69
76,85,32,36,46,51,59,67
75,85,31,34,45,51,58,66
74,85,31,36,45,51,57,65
81,97,34,43,49,58,61,71
94,125,40,48,56,68,67,82
98,128,42,48,59,69,69,79
87,101,38,43,52,61,65,72
83,98,36,43,50,59,63,69
76,90,32,37,46,54,58,65
72,83,30,35,43,50,55,63
69,78,29,32,42,47,52,61
68,76,28,31,41,46,51,60
65,73,27,30,39,44,49,60
65,71,27,30,39,43,49,56
66,73,28,30,40,44,50,58
67,75,27,30,40,45,51,62
63,70,26,29,38,42,48,56
62,70,26,29,38,42,47,55
60,66,25,28,36,40,45,53
59,68,25,28,36,41,44,52
62,71,26,29,38,43,47,57
61,70,26,29,37,42,47,54
64,75,26,31,38,45,49,57
73,83,30,33,44,50,56,67
68,76,28,31,41,46,52,60
69,76,28,31,41,46,52,61
73,80,29,33,44,48,56,64
73,83,29,33,44,50,56,64
76,83,30,33,46,50,58,68
75,81,30,34,45,49,57,64
74,81,30,33,45,49,57,64
72,78,30,31,43,47,55,62
72,80,30,32,43,48,55,64
72,80,30,33,44,48,55,62
72,80,30,32,43,48,55,63
71,83,29,34,43,50,54,65
66,75,27,30,40,45,50,64
66,75,27,29,40,45,50,60
65,73,26,29,39,44,49,58
65,73,26,29,39,44,48,56
65,73,26,29,39,44,48,60
62,70,25,29,37,42,45,54
63,71,26,28,38,43,47,58
62,71,25,28,38,43,46,56
63,71,26,29,38,43,47,57
64,73,26,29,39,44,48,57
63,73,26,29,38,44,48,56
64,71,26,28,38,43,48,56
66,75,26,30,40,45,50,60
66,76,27,30,40,46,50,61
67,78,27,30,41,47,51,60
68,75,27,30,41,45,52,61
69,75,28,30,42,45,52,61
69,80,28,31,42,48,53,62
72,81,29,32,44,49,56,65
76,83,30,32,46,50,59,66
76,83,30,34,46,50,59,67
76,85,30,33,46,51,58,66
78,86,31,35,47,52,60,69
77,85,31,34,46,51,59,67
78,88,31,34,47,53,60,70
79,86,32,35,48,52,61,70
81,90,32,36,49,54,63,70
82,93,32,37,49,56,63,72
81,88,32,35,49,53,62,69
82,95,33,37,49,57,63,70
82,90,33,37,49,54,63,72
81,90,32,35,49,54,62,71
79,86,32,34,48,52,61,71
77,86,31,34,46,52,59,69
75,83,30,33,45,50,58,65
74,83,29,32,44,50,57,67
73,80,29,32,44,48,56,63
74,81,29,32,44,49,57,66
75,83,30,33,45,50,58,67
75,83,30,33,45,50,58,68
78,85,31,34,47,51,60,67
78,85,31,34,47,51,60,69
79,88,32,35,48,53,60,68
84,95,34,38,50,57,64,73
86,108,35,40,52,63,66,73
88,101,36,41,53,61,67,74
90,104,36,41,54,62,67,75
93,118,38,45,56,66,69,78
99,125,40,46,59,68,71,80
98,139,40,50,58,72,70,82
104,162,44,57,62,79,73,87
107,145,44,52,63,74,73,87
121,152,46,52,67,76,75,87
114,139,44,50,65,72,73,85
108,135,44,50,63,71,73,83
117,156,45,52,66,77,75,88
112,142,44,52,64,73,73,85
116,156,45,53,65,77,74,85
131,183,49,57,70,85,78,94
142,173,51,57,73,82,82,97
136,193,50,58,71,88,80,96
136,173,50,56,71,82,80,96
132,166,49,54,70,80,78,95
133,173,49,58,70,82,78,94
121,166,47,58,67,80,75,92
105,142,44,52,62,73,71,81
115,145,46,52,65,74,73,85
120,149,48,54,67,75,74,90
98,142,43,52,60,73,69,80
97,118,41,48,58,66,68,75
89,101,38,43,54,61,65,71
90,104,39,45,54,62,66,73
92,111,40,46,55,64,66,75
91,111,39,45,55,64,66,70
89,104,39,46,54,62,65,72
88,104,38,44,53,62,65,71
92,104,39,44,55,62,66,75
91,115,39,44,55,65,66,74
94,115,40,44,56,65,67,77
91,111,38,43,55,64,66,72
89,98,37,42,54,59,66,72
94,128,38,45,56,69,68,75
109,142,43,49,63,73,72,86
111,142,44,49,64,73,72,84
137,180,49,56,72,84,80,97
137,183,48,59,72,85,80,97
99,132,40,47,59,70,70,80
87,104,35,43,52,62,65,72
83,93,34,38,50,56,64,71
81,92,33,36,49,55,62,70
80,92,32,38,48,55,61,69
78,86,32,36,47,52,60,66
77,88,31,35,47,53,60,68
76,83,31,33,46,50,59,67
76,81,31,33,46,49,59,66
77,81,30,33,46,49,59,66
77,83,30,33,46,50,59,66
75,83,30,32,46,50,58,67
76,85,30,33,46,51,58,66
75,83,30,33,45,50,57,65
75,81,30,32,45,49,57,64
77,85,30,34,46,51,59,67
78,85,31,33,47,51,60,67
77,85,31,33,46,51,60,66
78,85,31,33,47,51,60,67
78,85,31,33,47,51,60,67
78,85,31,34,47,51,60,69
76,81,30,33,46,49,59,68
76,83,31,33,46,50,59,67
76,83,30,34,46,50,59,68
76,85,31,34,46,51,59,69
77,83,31,33,46,50,59,68
77,83,30,33,46,50,59,67
77,85,30,33,46,51,59,68
77,85,30,32,46,51,58,66
76,85,30,33,46,51,58,68
76,83,30,33,46,50,58,70
76,88,30,34,46,53,59,67
77,83,30,33,46,50,59,66
77,85,30,34,47,51,60,69
77,83,30,33,46,50,60,68
77,86,30,33,47,52,60,68
78,83,30,33,47,50,61,69
78,86,30,33,47,52,60,70
79,88,31,33,48,53,62,68
77,86,30,33,47,52,60,68
76,86,30,33,46,52,59,66
78,85,30,33,47,51,60,68
82,93,32,35,49,56,64,74
79,86,31,33,48,52,62,70
83,92,32,36,50,55,65,71
85,118,33,41,51,66,66,83
98,142,38,48,60,73,74,84
92,111,35,40,55,64,70,77
96,118,37,42,57,66,71,78
96,115,37,42,57,65,71,78
97,135,38,46,58,71,72,83
99,132,39,46,60,70,73,83
106,145,40,48,62,74,74,85
107,142,41,48,63,73,74,86
106,139,41,49,63,72,73,84
104,135,40,46,62,71,73,86
106,159,41,48,63,78,73,87
133,190,46,58,70,87,79,100
136,190,47,54,71,87,80,99
130,169,46,51,69,81,78,92
125,159,46,53,68,78,76,93
124,159,46,52,68,78,75,87
117,152,45,53,66,76,74,88
117,145,45,53,66,74,74,87
114,149,44,52,65,75,73,86
113,135,44,51,64,71,72,81
112,142,44,50,64,73,73,83
113,149,45,51,65,75,73,87
108,142,44,50,63,73,72,82
111,135,45,51,64,71,72,81
111,135,45,52,64,71,72,82
113,145,45,52,64,74,72,81
114,152,46,52,65,76,72,83
110,142,45,52,64,73,71,81
108,139,44,50,63,72,71,77
109,139,44,49,64,72,71,78
108,139,44,52,63,72,71,79
115,149,46,53,65,75,72,86
117,145,46,53,66,74,73,84
129,166,48,53,69,80,76,90
127,169,48,53,69,81,75,92
122,162,47,52,67,79,74,89
121,149,47,52,67,75,74,87
111,142,44,51,64,73,72,84
111,142,45,51,64,73,72,85
102,132,43,50,61,70,70,79
101,128,42,48,61,69,70,81
100,132,43,48,61,70,70,84
102,139,43,49,61,72,70,81
89,115,37,43,54,65,65,71
89,101,37,43,53,61,66,71
94,128,39,48,56,69,68,79
109,152,43,50,63,76,72,87
99,145,41,50,60,74,70,84
124,162,46,52,68,79,76,91
88,104,36,41,53,62,66,75
84,97,34,39,50,58,64,71
81,95,33,37,49,57,63,70
80,92,32,37,48,55,62,69
83,95,34,38,50,57,64,71
91,111,36,44,54,64,67,73
94,115,38,44,57,65,68,75
97,118,38,45,58,66,69,78
98,121,40,47,59,67,69,76
103,142,42,49,62,73,71,80
110,142,44,50,64,73,72,82
109,135,44,50,63,71,72,81
113,142,44,51,65,73,73,83
106,135,43,49,62,71,72,83
102,139,42,49,61,72,72,81
94,118,38,43,56,66,69,81
86,108,35,41,52,63,66,76
78,88,32,35,47,53,61,69
77,85,31,33,46,51,60,71
77,83,30,32,46,50,59,72
75,83,30,32,45,50,58,65
74,81,29,32,44,49,57,67
73,83,29,32,44,50,56,64
73,80,29,32,44,48,56,63
73,80,29,32,44,48,56,63
72,78,29,31,44,47,56,64
71,80,29,31,43,48,56,63
72,78,29,31,43,47,56,64
71,78,29,31,43,47,56,64
72,78,29,31,43,47,56,65
71,76,28,31,43,46,54,63
72,80,29,31,43,48,56,67
73,80,29,31,44,48,56,62
72,80,29,32,43,48,55,65
73,81,29,32,44,49,56,64
74,81,30,32,45,49,57,66
76,86,30,33,46,52,59,68
76,85,30,32,46,51,58,66
76,83,30,32,46,50,59,66
75,81,30,32,45,49,57,67
75,83,30,33,45,50,58,65
75,83,30,33,45,50,58,65
75,86,30,33,46,52,58,66
74,81,29,32,44,49,57,64
72,78,28,31,43,47,55,64
73,81,29,32,44,49,57,64
74,83,29,32,44,50,57,66
76,83,30,32,46,50,59,68
70,80,28,31,42,48,54,64
71,81,28,31,43,49,54,65
